ciclo,ramo,unidad_resp,clave,nombre_actual,nombre_ant,ano_inicio,ano_oper,derecho_bienestar_directo,derecho_bienestar_indirecto,areas_atencion,objetivo,eje_alineado,tema_alineado,indicador_alineado,programa_alineado,sexo,etapa,grupos,ambito,apoyos,modo_apoyos,unidad_territorial,entidades,difinida_pp,medida_pp,cuantific_pp,definida_po,medida_po,cuantific_po,definida_pa,medida_pa,cuantific_pa,cobertura,eficiencia,presupuesto_original,presupuesto_modificado,presupuesto_ejercido
2014,"desarrollo agrario, territorial y urbano",fideicomiso fondo nacional de habitaciones populares,s058,programa de vivienda digna,programa de vivienda digna,2004,2014,vivienda,bienestar economico,mejoramiento de la vivienda,reducir la  pobreza,mexico incluyente,proveer un entorno adecuado para el desarrollo de una vida digna,relacion entre el crecimiento de los recursos destinados a financiamientos para mercado secundario de vivienda y el crecimiento de los recursos destinados a financiamiento para adquisicion de vivienda nueva.,"fomentar el acceso a la vivienda mediante soluciones habitacionales bien ubicadas, dignas y de acuerdo a estandares de calidad internacional.",ambos,toda la poblacion,poblacion en pobreza,ambos,subsidios,ambos,entidades federativas,aguascalientes | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,hogares,2730842,1,hogares,34914.0,1,hogares,51253.0,1.88,146.8,1624.28,2056.2,2056.2
2014,"agricultura, ganaderia, desarrollo rural, pesca y alimentacion",coordinacion general de enlace sectorial,s088,programa de apoyo para la productividad de la mujer emprendedora,programa de la mujer en el sector agrario (promusag),2002,2014,bienestar economico,trabajo,sector agropecuario | sector pesquero | sector silvicola | sector acuicola,promover la generacion de empleos e ingresos dignos,mexico prospero,construir un sector agropecuario y pesquero productivo que garantice la seguridad alimentaria del pais,productividad laboral en el sector agropecuario y pesquero,"impulsar la productividad en el sector agroalimentario mediante inversion en capital fisico, humano y tecnologico que garantice la seguridad alimentaria.",mujer,personas adultas,mujeres,rural,subsidios,monetario,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,personas,2189000,1,personas,1984870.0,1,personas,22451.0,1.03,1.13,0.0,928.21,928.19
2014,"agricultura, ganaderia, desarrollo rural, pesca y alimentacion",coordinacion general de enlace sectorial,s089,programa para el apoyo a proyectos productivos en nucleos agrarios,fondo para el apoyo a proyectos productivos en nucleos agrarios (fappa),2000,2014,bienestar economico,trabajo,sector agropecuario | sector pesquero | sector silvicola | sector acuicola,promover la generacion de empleos e ingresos dignos,mexico prospero,construir un sector agropecuario y pesquero productivo que garantice la seguridad alimentaria del pais,productividad laboral en el sector agropecuario y pesquero,"impulsar la productividad en el sector agroalimentario mediante inversion en capital fisico, humano y tecnologico que garantice la seguridad alimentaria.",ambos,personas adultas,nucleos agrarios,rural,subsidios,monetario,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,personas,3890000,1,personas,3633292.0,1,personas,20195.0,0.52,0.56,0.0,827.73,827.71
2014,"desarrollo agrario, territorial y urbano",fideicomiso fondo nacional de habitaciones populares,s117,programa de vivienda rural,programa de vivienda rural,2003,2014,vivienda,bienestar economico,mejoramiento de la vivienda,reducir la  pobreza,mexico incluyente,proveer un entorno adecuado para el desarrollo de una vida digna,relacion entre el crecimiento de los recursos destinados a financiamientos para mercado secundario de vivienda y el crecimiento de los recursos destinados a financiamiento para adquisicion de vivienda nueva.,"fomentar el acceso a la vivienda mediante soluciones habitacionales bien ubicadas, dignas y de acuerdo a estandares de calidad internacional.",ambos,toda la poblacion,poblacion en pobreza,rural,subsidios,ambos,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,hogares,2730842,1,hogares,38300.0,1,hogares,50063.0,1.83,130.71,741.42,961.05,961.05
2014,"desarrollo agrario, territorial y urbano",direccion general de rescate de espacios publicos,s175,rescate de espacios publicos,rescate de espacios publicos,2007,2014,no discriminacion,medio ambiente sano,otro: equipamiento urbano | espacios publicos,ampliar el acceso a una sociedad equitativa e incluyente,mexico incluyente,proveer un entorno adecuado para el desarrollo de una vida digna,inversion federal en movilidad,"consolidar ciudades compactas, productivas, competitivas, incluyentes y sustentables, que faciliten la movilidad y eleven la calidad de vida de sus habitantes.",ambos,toda la poblacion,toda la poblacion,urbano,"actividades recreativas y culturales | difusion, campaoas y/o promocion | capacitacion | obra publica",no monetario,municipios,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,espacios publicos,705,1,espacios publicos,1e3,1,espacios publicos antendidos,1e3,141.84,100.0,1035.0,1001.5,1001.12
2014,"desarrollo agrario, territorial y urbano",comision nacional de vivienda,s177,programa de esquemas de financiamiento y subsidio federal para vivienda,programa de esquema de financiamiento y subsidio federal para vivienda,2007,2014,vivienda,bienestar economico,otro: acceso a una solucion habitacional,reducir la  pobreza,mexico incluyente,proveer un entorno adecuado para el desarrollo de una vida digna,relacion entre el crecimiento de los recursos destinados a financiamientos para mercado secundario de vivienda y el crecimiento de los recursos destinados a financiamiento para adquisicion de vivienda nueva.,"fomentar el acceso a la vivienda mediante soluciones habitacionales bien ubicadas, dignas y de acuerdo a estandares de calidad internacional.",ambos,jovenes | personas adultas | personas adultas mayores,poblacion con ingreso especifico,ambos,subsidios,monetario,entidades federativas | localidades | municipios,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,viviendas,17664051,1,viviendas,10358641.0,1,personas,248349.0,1.41,2.4,12039.42,11595.87,11595.87
2014,"desarrollo agrario, territorial y urbano",direccion general de desarrollo agrario,s203,programa de apoyo a jovenes para la productividad de futuras empresas rurales,joven emprendedor rural y fondo de tierras,2004,2014,bienestar economico,trabajo,prevencion,promover el desarrollo economico regional,mexico incluyente,proveer un entorno adecuado para el desarrollo de una vida digna,acceso a servicios basicos en la vivienda de localidades rurales asentadas en nucleos agrarios.,"fomentar el desarrollo de los nucleos agrarios mediante acciones en materia de cohesion territorial, productividad, suelo, vivienda rural y gobernabilidad.",ambos,jovenes,nucleos agrarios,rural,financiamiento de proyectos productivos,monetario,nucleo agrario (ejido/comunidad legalmente constituido),aguascalientes | baja california | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tlaxcala | veracruz | yucatan | zacatecas,1,sujetos agrarios,209043,1,sujetos agrarios,156889.0,1,personas,2375.0,1.14,1.51,200.0,198.97,198.97
2014,"desarrollo agrario, territorial y urbano","direccion general de desarrollo urbano, suelo y vivienda",s213,programa de apoyo a los avecindados  en condiciones de pobreza patrimonial para regularizar asentamientos humanos irregulares (pasprah),programa de apoyo a los avecindados en condiciones de pobreza patrimonial para regularizar asentamientos humanos irregulares,2008,2014,vivienda,bienestar economico,desarrollo urbano,reducir la  pobreza,mexico incluyente,proveer un entorno adecuado para el desarrollo de una vida digna,entidades federativas que llevan a cabo acciones de ordenamiento territorial.,promover el ordenamiento y la planeacion territorial como articuladores del bienestar de las personas y el uso eficiente del suelo.,ambos,personas adultas,poblacion en pobreza,ambos,regularizacion de la tenencia de la tierra o de inmuebles,monetario,localidades de alta y muy alta marginacion,NA,1,hogares,NA,1,hogares,25e3,1,hogares,9715.0,NA,38.86,237.42,199.61,199.61
2014,"desarrollo agrario, territorial y urbano",direccion general de ordenamiento territorial y de atencion a zonas de riesgo,s237,programa de prevencion de riesgos en los asentamientos humanos,programa prevencion de riesgos en los asentamientos humanos,2011,2014,bienestar economico,vivienda,desarrollo urbano,ampliar el acceso a una sociedad equitativa e incluyente,mexico incluyente,proveer un entorno adecuado para el desarrollo de una vida digna,porcentaje de municipios de alto y muy alto riesgo que realizan acciones de prevencion de riesgos.,"incentivar el crecimiento ordenado de los asentamientos humanos, los centros de poblacion y las zonas metropolitanas.",ambos,NA,toda la poblacion,ambos,financiamiento de servicios,no monetario,municipios,baja california | chihuahua | colima | distrito federal | durango | hidalgo | jalisco | mexico | michoacan de ocampo | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | sinaloa | tlaxcala | veracruz | yucatan,1,municipios,2454,1,municipios,617.0,1,municipios,66.0,2.69,10.7,48.7,47.41,47.41
2014,"desarrollo agrario, territorial y urbano",direccion general de rescate de espacios publicos,s253,programa de reordenamiento y rescate de unidades habitacionales,NA,2014,2014,vivienda,NA,mejoramiento de la vivienda,inversion en infraestructura,mexico incluyente,proveer un entorno adecuado para el desarrollo de una vida digna,inversion federal en movilidad,"consolidar ciudades compactas, productivas, competitivas, incluyentes y sustentables, que faciliten la movilidad y eleven la calidad de vida de sus habitantes.",NA,NA,toda la poblacion,urbano,infraestructura,monetario,municipios,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,NA,NA,NA,1,unidades habitacionales,NA,0,unidades habitacionales,26.0,NA,NA,100.0,98.34,98.34
2014,"desarrollo agrario, territorial y urbano",delegacion estatal en baja california sur,s254,reubicacion de la poblacion en zonas de riesgos,NA,2014,2014,bienestar economico,NA,desarrollo urbano,desarrollo territorial,mexico incluyente,proveer un entorno adecuado para el desarrollo de una vida digna,entidades federativas que llevan a cabo acciones de ordenamiento territorial.,promover el ordenamiento y la planeacion territorial como articuladores del bienestar de las personas y el uso eficiente del suelo.,NA,NA,entidades federativas,ambos,subsidios,monetario,entidades federativas,aguascalientes | baja california | chiapas | chihuahua | coahuila de zaragoza | colima | durango | guanajuato | hidalgo | michoacan de ocampo | nayarit | san luis potosi | sonora | tabasco | tamaulipas | yucatan | zacatecas,1,entidades federativas,32,1,entidades federativas,32.0,1,entidades federativas,17.0,53.13,53.13,100.0,85.34,82.19
2014,"desarrollo agrario, territorial y urbano","direccion general de desarrollo urbano, suelo y vivienda",s255,consolidacion de reservas urbanas,NA,2014,2014,bienestar economico,NA,mejoramiento de la vivienda,reducir la  pobreza,mexico incluyente,proveer un entorno adecuado para el desarrollo de una vida digna,densidad de los nuevos desarrollos de vivienda con subsidio federal,"consolidar ciudades compactas, productivas, competitivas, incluyentes y sustentables, que faciliten la movilidad y eleven la calidad de vida de sus habitantes.",ambos,personas adultas,toda la poblacion,urbano,subsidios,monetario,localidades,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,personas,NA,1,personas,NA,1,hogares,6175.0,NA,NA,250.0,233.82,233.82
2014,"desarrollo agrario, territorial y urbano",direccion general de organizacion social y vivienda rural,s256,programa de fomento a la urbanizacion rural,NA,2014,2014,bienestar economico,NA,infraestructura,inversion en infraestructura,mexico incluyente,proveer un entorno adecuado para el desarrollo de una vida digna,acceso a servicios basicos en la vivienda de localidades rurales asentadas en nucleos agrarios.,"fomentar el desarrollo de los nucleos agrarios mediante acciones en materia de cohesion territorial, productividad, suelo, vivienda rural y gobernabilidad.",NA,NA,nucleos agrarios,rural,subsidios,monetario,localidades,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,localidades,20851,1,localidades,2e3,1,localidades,302.0,1.45,15.1,200.0,199.01,199.01
2014,"desarrollo agrario, territorial y urbano",registro agrario nacional,u001,programa de apoyo para los nucleos agrarios sin regularizar (fanar),programa de apoyo para los nucleos agrarios sin regularizar (fanar),2007,2014,vivienda,bienestar economico,campo y desarrollo rural,garantizar el ejercicio efectivo de los derechos sociales,mexico incluyente,proveer un entorno adecuado para el desarrollo de una vida digna,entidades federativas que llevan a cabo acciones de ordenamiento territorial.,promover el ordenamiento y la planeacion territorial como articuladores del bienestar de las personas y el uso eficiente del suelo.,ambos,toda la poblacion,nucleos agrarios,ambos,regularizacion de la tenencia de la tierra o de inmuebles,no monetario,nucleo agrario (ejido/comunidad legalmente constituido),baja california | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,nucleos agrarios,3254,1,nucleos agrarios,500.0,1,nucleos agrarios,523.0,16.07,104.6,334.71,331.17,331.17
2014,"desarrollo agrario, territorial y urbano",direccion general de desarrollo regional,u002,programa de impulso al desarrollo regional y territorial,programa de impulso al desarrollo regional,2009,2014,bienestar economico,NA,desarrollo regional,NA,mexico incluyente,proveer un entorno adecuado para el desarrollo de una vida digna,porcentaje de municipios de alto y muy alto riesgo que realizan acciones de prevencion de riesgos.,"incentivar el crecimiento ordenado de los asentamientos humanos, los centros de poblacion y las zonas metropolitanas.",NA,NA,dependencias federales | entidades federativas | otro: fideicomisos,ambos,asesoria tecnica | capacitacion | financiamiento de proyectos sociales | subsidios,ambos,entidades federativas,NA,1,entidades federativas,32,1,entidades federativas,32.0,1,entidades federativas,NA,NA,NA,27.6,442.49,442.49
2014,"desarrollo agrario, territorial y urbano",coordinacion general de modernizacion y vinculacion registral y catastral,u003,programa de modernizacion de los registros publicos de la propiedad y catastros,programa de modernizacion de los registros publicos de la propiedad y catastros,2010,2014,vivienda,bienestar economico,desarrollo urbano,promover el desarrollo economico nacional,mexico incluyente,proveer un entorno adecuado para el desarrollo de una vida digna,modernizacion de los registros publicos de la propiedad y los catastros de las entidades federativas.,promover el ordenamiento y la planeacion territorial como articuladores del bienestar de las personas y el uso eficiente del suelo.,NA,NA,dependencias federales,urbano,subsidios,monetario,entidades federativas,aguascalientes | baja california | baja california sur | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | hidalgo | mexico | michoacan de ocampo | nayarit | nuevo leon | puebla | queretaro | san luis potosi | sinaloa | tabasco | tamaulipas | yucatan,1,"registros publicos de la propiedad, catastros y/o municipios",NA,1,"registros publicos de la propiedad, catastros y/o municipios",NA,1,"registros publicos de la propiedad, catastros y/o municipios",20.0,NA,NA,325.4,300.12,299.04
2014,"desarrollo agrario, territorial y urbano",comision nacional de vivienda,u004,fomento a la produccion de vivienda en las entidades federativas y municipios,fomento a la produccion de vivienda en las entidades federativas y municipios,2007,2014,vivienda,bienestar economico,"otro: alineacion de la normatividad local en materia de vivienda, desarrollo urbano y ordenamiento territorial a la politica nacional.","otro: coordinacion de los tres ordenes de gobierno en materia de vivienda, desarrollo urbano y ordenamiento territorial.",mexico incluyente,proveer un entorno adecuado para el desarrollo de una vida digna,relacion entre el crecimiento de los recursos destinados a financiamientos para mercado secundario de vivienda y el crecimiento de los recursos destinados a financiamiento para adquisicion de vivienda nueva.,"fomentar el acceso a la vivienda mediante soluciones habitacionales bien ubicadas, dignas y de acuerdo a estandares de calidad internacional.",NA,NA,estados | municipios,ambos,subsidios,monetario,entidades federativas | municipios,chiapas,1,proyectos con gobiernos locales,2472,1,proyectos con gobiernos locales,NA,1,municipios,1.0,0.04,NA,1.03,0.9,0.9
2014,medio ambiente y recursos naturales,comision nacional del agua,e004,programa directo de agua limpia,NA,2014,2014,salud,medio ambiente sano,atencion y/o prevencion de enfermedades,inversion en infraestructura,mexico prospero,"impulsar y orientar un crecimiento verde incluyente y facilitador que preserve nuestro patrimonio natural al mismo tiempo que genere riqueza, competitividad y empleo",cobertura de agua potable,"fortalecer la gestion integral y sustentable del agua, garantizando su acceso a la poblacion y a los ecosistemas.",ambos,toda la poblacion,toda la poblacion,ambos,insumo o equipamiento para prevencion,no monetario,localidades,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,habitantes,10142595,1,habitantes,8311536.0,1,habitantes,972979.0,9.59,11.71,4.45,6.69,6.69
2014,medio ambiente y recursos naturales,centro de educacion y capacitacion para el desarrollo sustentable,e005,capacitacion ambiental y desarrollo sustentable,capacitacion ambiental y desarrollo sustentable,2014,2014,educacion,medio ambiente sano,proteccion de los recursos naturales (agua | bosques | desiertos | selvas | vida silvestre),asegurar la sustentabilidad ambiental y crecimiento verde,mexico prospero,"impulsar y orientar un crecimiento verde incluyente y facilitador que preserve nuestro patrimonio natural al mismo tiempo que genere riqueza, competitividad y empleo",indice de participacion ciudadana en el sector ambiental,"desarrollar, promover y  aplicar instrumentos de politica, informacion investigacion, educacion, capacitacion, participacion y derechos humanos para fortalecer  la  gobernanza  ambiental.",ambos,toda la poblacion,personal docente,ambos,capacitacion,ambos,zonas de atencion prioritaria (zaps),aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,habitantes,NA,1,actores que producen capital social,NA,1,habitantes,NA,NA,NA,50.23,21.83,21.83
2014,medio ambiente y recursos naturales,comision nacional del agua,e006,manejo integral del sistema hidrologico,manejo integral del sistema hidrologico,2008,2014,medio ambiente sano,NA,NA,asegurar la sustentabilidad ambiental y crecimiento verde,mexico prospero,"impulsar y orientar un crecimiento verde incluyente y facilitador que preserve nuestro patrimonio natural al mismo tiempo que genere riqueza, competitividad y empleo",decretos de reserva de agua para uso ambiental formulados,"fortalecer la gestion integral y sustentable del agua, garantizando su acceso a la poblacion y a los ecosistemas.",NA,NA,NA,ambos,informacion estadistica del sector,no monetario,cuencas,NA,1,cuencas,722,1,cuencas,NA,0,cuencas,NA,NA,NA,397.63,393.14,393.14
2014,medio ambiente y recursos naturales,instituto mexicano de tecnologia del agua,e009,investigacion cientifica y tecnologica,investigacion cientifica y tecnologica,2006,2014,medio ambiente sano,NA,investigacion y desarrollo,asegurar la sustentabilidad ambiental y crecimiento verde,mexico prospero,"impulsar y orientar un crecimiento verde incluyente y facilitador que preserve nuestro patrimonio natural al mismo tiempo que genere riqueza, competitividad y empleo",indice de participacion ciudadana en el sector ambiental,"desarrollar, promover y  aplicar instrumentos de politica, informacion investigacion, educacion, capacitacion, participacion y derechos humanos para fortalecer  la  gobernanza  ambiental.",NA,NA,toda la poblacion,ambos,tecnologia | equipos de computo y electronicos,no monetario,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,253.99,251.67,251.67
2014,medio ambiente y recursos naturales,comision nacional forestal,e014,programa nacional forestal-proteccion forestal,programa nacional forestal-proteccion forestal,2012,2014,medio ambiente sano,NA,proteccion de los recursos naturales (agua | bosques | desiertos | selvas | vida silvestre),asegurar la sustentabilidad ambiental y crecimiento verde,mexico prospero,"impulsar y orientar un crecimiento verde incluyente y facilitador que preserve nuestro patrimonio natural al mismo tiempo que genere riqueza, competitividad y empleo",NA,"detener y revertir la perdida de capital natural y la contaminacion del agua, aire y suelo",NA,NA,recursos naturales (agua | bosques | desiertos | selvas | vida silvestre),rural,insumo o equipamiento para prevencion,no monetario,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,hectareas,138041245,1,hectareas,102153.0,1,hectareas,112882.0,0.08,110.5,2272.32,2109.02,2109.02
2014,medio ambiente y recursos naturales,instituto nacional de ecologia y cambio climatico,e015,"investigacion en  cambio climatico, sustentabilidad ambiental y crecimiento verde",NA,2014,2014,medio ambiente sano,NA,investigacion y desarrollo,asegurar la sustentabilidad ambiental y crecimiento verde,mexico prospero,"impulsar y orientar un crecimiento verde incluyente y facilitador que preserve nuestro patrimonio natural al mismo tiempo que genere riqueza, competitividad y empleo",indice de sustentabilidad ambiental de la competitividad,"desarrollar, promover y  aplicar instrumentos de politica, informacion investigacion, educacion, capacitacion, participacion y derechos humanos para fortalecer  la  gobernanza  ambiental.",ambos,toda la poblacion,otros: tomadores de decisiones,ambos,investigacion y desarrollo,no monetario,NA,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | distrito federal | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,244.01,185.33,185.33
2014,medio ambiente y recursos naturales,comision nacional de areas naturales protegidas,s046,programa de conservacion para el desarrollo sostenible (procodes),programa de conservacion para el desarrollo sostenible (procodes),2001,2014,medio ambiente sano,NA,proteccion de los recursos naturales (agua | bosques | desiertos | selvas | vida silvestre),asegurar la sustentabilidad ambiental y crecimiento verde,mexico prospero,"impulsar y orientar un crecimiento verde incluyente y facilitador que preserve nuestro patrimonio natural al mismo tiempo que genere riqueza, competitividad y empleo",valor de la produccion obtenida a partir del aprovechamiento sustentable de los recursos naturales.,"recuperar la funcionalidad de cuencas y paisajes a traves de la conservacion, restauracion y aprovechamiento sustentablemente del patrimonio natural.",ambos,personas adultas,toda la poblacion,ambos,subsidios,monetario,municipios,NA,1,personas,1705472,1,personas,1034821.0,1,personas,41908.0,2.46,4.05,225.6,219.08,219.08
2014,medio ambiente y recursos naturales,comision nacional del agua,s047,programa de agua limpia,programa de agua limpia,1991,2014,salud,medio ambiente sano,atencion y/o prevencion de enfermedades,inversion en infraestructura,mexico prospero,"impulsar y orientar un crecimiento verde incluyente y facilitador que preserve nuestro patrimonio natural al mismo tiempo que genere riqueza, competitividad y empleo",cobertura de agua potable,"fortalecer la gestion integral y sustentable del agua, garantizando su acceso a la poblacion y a los ecosistemas.",ambos,NA,municipios,ambos,financiamiento de infraestructura,monetario,entidades federativas,aguascalientes | baja california | baja california sur | campeche | chiapas | coahuila de zaragoza | colima | durango | guanajuato | guerrero | hidalgo | jalisco | mexico | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | yucatan | zacatecas,1,municipios,2456,1,municipios,1250.0,1,municipios,NA,NA,NA,59.81,70.92,70.92
2014,medio ambiente y recursos naturales,comision nacional del agua,s074,"programa de agua potable, alcantarillado y saneamiento en zonas urbanas","programa de agua potable, alcantarillado y saneamiento en zonas urbanas",1990,2014,vivienda,salud,desarrollo urbano,inversion en infraestructura,mexico prospero,"impulsar y orientar un crecimiento verde incluyente y facilitador que preserve nuestro patrimonio natural al mismo tiempo que genere riqueza, competitividad y empleo",cobertura de agua potable,"fortalecer la gestion integral y sustentable del agua, garantizando su acceso a la poblacion y a los ecosistemas.",NA,NA,entidades federativas,urbano,financiamiento de infraestructura,monetario,entidades federativas,aguascalientes | campeche | chiapas | chihuahua | colima | distrito federal | durango | guanajuato | guerrero | jalisco | morelos | nuevo leon | puebla | queretaro | san luis potosi | yucatan,1,habitantes,7000000,1,habitantes,46e4,1,habitantes,443650.0,6.34,96.45,5596.57,5763.99,5763.99
2014,medio ambiente y recursos naturales,comision nacional del agua,s075,programa para la construccion y rehabilitacion de sistemas de agua potable y saneamiento en zonas rurales,programa para la construccion y rehabilitacion de sistemas de agua potable y saneamiento en zonas rurales,1999,2014,vivienda,salud,infraestructura social basica,inversion en infraestructura,mexico prospero,"impulsar y orientar un crecimiento verde incluyente y facilitador que preserve nuestro patrimonio natural al mismo tiempo que genere riqueza, competitividad y empleo",cobertura de agua potable,"fortalecer la gestion integral y sustentable del agua, garantizando su acceso a la poblacion y a los ecosistemas.",ambos,NA,localidades de alta y muy alta marginacion,rural,financiamiento de infraestructura,monetario,localidades,aguascalientes | baja california | baja california sur | campeche | chiapas | chihuahua | coahuila de zaragoza | colima | durango | guanajuato | guerrero | jalisco | mexico | michoacan de ocampo | morelos | nayarit | nuevo leon | oaxaca | puebla | queretaro | quintana roo | san luis potosi | sinaloa | sonora | tabasco | tamaulipas | tlaxcala | veracruz | yucatan | zacatecas,1,habitantes,12942974,1,habitantes,345e3,1,habitantes,482e3,3.72,139.71,2798.88,3070.2,3070.2
